sim_time_s,eps_topo,mismatched_nodes,total_nodes
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
22.998080,0.000000,0,0
23.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
22.998080,0.000000,0,0
23.998080,0.000000,0,0
24.998080,0.000000,0,0
25.998080,0.000000,0,0
26.998080,0.000000,0,0
27.998080,0.000000,0,0
28.998080,0.000000,0,0
29.998080,0.000000,0,0
30.998080,0.000000,0,0
31.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
22.998080,0.000000,0,0
23.998080,0.000000,0,0
24.998080,0.000000,0,0
25.998080,0.000000,0,0
26.998080,0.000000,0,0
27.998080,0.000000,0,0
28.998080,0.000000,0,0
29.998080,0.000000,0,0
30.998080,0.000000,0,0
31.998080,0.000000,0,0
32.998080,0.000000,0,0
33.998080,0.000000,0,0
34.998080,0.000000,0,0
35.998080,0.000000,0,0
36.998080,0.000000,0,0
37.998080,0.000000,0,0
38.998080,0.000000,0,0
39.998080,0.000000,0,0
40.998080,0.000000,0,0
41.998080,0.000000,0,0
42.998080,0.000000,0,0
43.998080,0.000000,0,0
44.998080,0.000000,0,0
45.998080,0.000000,0,0
46.998080,0.000000,0,0
47.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
22.998080,0.000000,0,0
23.998080,0.000000,0,0
24.998080,0.000000,0,0
25.998080,0.000000,0,0
26.998080,0.000000,0,0
27.998080,0.000000,0,0
28.998080,0.000000,0,0
29.998080,0.000000,0,0
30.998080,0.000000,0,0
31.998080,0.000000,0,0
32.998080,0.000000,0,0
33.998080,0.000000,0,0
34.998080,0.000000,0,0
35.998080,0.000000,0,0
36.998080,0.000000,0,0
37.998080,0.000000,0,0
38.998080,0.000000,0,0
39.998080,0.000000,0,0
40.998080,0.000000,0,0
41.998080,0.000000,0,0
42.998080,0.000000,0,0
43.998080,0.000000,0,0
44.998080,0.000000,0,0
45.998080,0.000000,0,0
46.998080,0.000000,0,0
47.998080,0.000000,0,0
48.998080,0.000000,0,0
49.998080,0.000000,0,0
50.998080,0.000000,0,0
51.998080,0.000000,0,0
52.998080,0.000000,0,0
53.998080,0.000000,0,0
54.998080,0.000000,0,0
55.998080,0.000000,0,0
56.998080,0.000000,0,0
57.998080,0.000000,0,0
58.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
22.998080,0.000000,0,0
23.998080,0.000000,0,0
24.998080,0.000000,0,0
25.998080,0.000000,0,0
26.998080,0.000000,0,0
27.998080,0.000000,0,0
28.998080,0.000000,0,0
29.998080,0.000000,0,0
30.998080,0.000000,0,0
31.998080,0.000000,0,0
32.998080,0.000000,0,0
33.998080,0.000000,0,0
34.998080,0.000000,0,0
35.998080,0.000000,0,0
36.998080,0.000000,0,0
37.998080,0.000000,0,0
38.998080,0.000000,0,0
39.998080,0.000000,0,0
40.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
22.998080,0.000000,0,0
23.998080,0.000000,0,0
24.998080,0.000000,0,0
25.998080,0.000000,0,0
26.998080,0.000000,0,0
27.998080,0.000000,0,0
28.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,1.925000,154,80
4.998080,3.575000,286,80
5.998080,5.250000,420,80
6.998080,6.925000,554,80
7.998080,8.575000,686,80
8.998080,10.250000,820,80
9.998080,11.925000,954,80
10.998080,13.575000,1086,80
11.998080,15.250000,1220,80
12.998080,16.925000,1354,80
13.998080,18.575000,1486,80
14.998080,20.250000,1620,80
15.998080,21.925000,1754,80
16.998080,23.575000,1886,80
17.998080,25.250000,2020,80
18.998080,26.925000,2154,80
19.998080,28.575000,2286,80
20.998080,30.250000,2420,80
21.998080,31.925000,2554,80
22.998080,33.575000,2686,80
23.998080,35.250000,2820,80
24.998080,36.925000,2954,80
25.998080,38.575000,3086,80
26.998080,40.250000,3220,80
27.998080,41.925000,3354,80
28.998080,43.575000,3486,80
29.998080,45.250000,3620,80
30.998080,46.925000,3754,80
31.998080,48.575000,3886,80
32.998080,50.250000,4020,80
33.998080,51.925000,4154,80
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,1.925000,154,80
4.998080,4.125000,330,80
5.998080,7.175000,574,80
6.998080,10.500000,840,80
7.998080,13.825000,1106,80
8.998080,17.175000,1374,80
9.998080,20.500000,1640,80
10.998080,23.825000,1906,80
11.998080,27.175000,2174,80
12.998080,30.500000,2440,80
13.998080,33.825000,2706,80
14.998080,37.175000,2974,80
15.998080,40.500000,3240,80
16.998080,43.825000,3506,80
17.998080,47.175000,3774,80
18.998080,50.500000,4040,80
19.998080,53.825000,4306,80
20.998080,57.175000,4574,80
21.998080,60.500000,4840,80
22.998080,63.825000,5106,80
23.998080,67.175000,5374,80
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,1.925000,154,80
4.998080,4.125000,330,80
5.998080,7.175000,574,80
6.998080,11.050000,884,80
7.998080,15.750000,1260,80
8.998080,20.750000,1660,80
9.998080,25.750000,2060,80
10.998080,30.750000,2460,80
11.998080,35.750000,2860,80
12.998080,40.750000,3260,80
13.998080,45.750000,3660,80
14.998080,50.750000,4060,80
15.998080,55.750000,4460,80
16.998080,60.750000,4860,80
17.998080,65.750000,5260,80
18.998080,70.750000,5660,80
19.998080,75.750000,6060,80
20.998080,80.750000,6460,80
21.998080,85.750000,6860,80
22.998080,90.750000,7260,80
23.998080,95.750000,7660,80
24.998080,100.750000,8060,80
25.998080,105.750000,8460,80
26.998080,110.750000,8860,80
27.998080,115.750000,9260,80
28.998080,120.750000,9660,80
29.998080,125.750000,10060,80
30.998080,130.750000,10460,80
31.998080,135.750000,10860,80
32.998080,140.750000,11260,80
33.998080,145.750000,11660,80
34.998080,150.750000,12060,80
35.998080,155.750000,12460,80
36.998080,160.750000,12860,80
37.998080,165.750000,13260,80
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,1.925000,154,80
4.998080,4.125000,330,80
5.998080,7.175000,574,80
6.998080,11.050000,884,80
7.998080,15.750000,1260,80
8.998080,21.300000,1704,80
9.998080,27.675000,2214,80
10.998080,34.325000,2746,80
11.998080,41.000000,3280,80
12.998080,47.675000,3814,80
13.998080,54.325000,4346,80
14.998080,61.000000,4880,80
15.998080,67.675000,5414,80
16.998080,74.325000,5946,80
17.998080,81.000000,6480,80
18.998080,87.675000,7014,80
19.998080,94.325000,7546,80
20.998080,101.000000,8080,80
21.998080,107.675000,8614,80
1.998080,0.000000,0,0
2.998080,0.000000,0,0
3.998080,0.000000,0,0
4.998080,0.000000,0,0
5.998080,0.000000,0,0
6.998080,0.000000,0,0
7.998080,0.000000,0,0
8.998080,0.000000,0,0
9.998080,0.000000,0,0
10.998080,0.000000,0,0
11.998080,0.000000,0,0
12.998080,0.000000,0,0
13.998080,0.000000,0,0
14.998080,0.000000,0,0
15.998080,0.000000,0,0
16.998080,0.000000,0,0
17.998080,0.000000,0,0
18.998080,0.000000,0,0
19.998080,0.000000,0,0
20.998080,0.000000,0,0
21.998080,0.000000,0,0
22.998080,0.000000,0,0
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,2.025000,162,80
4.998080,3.750000,300,80
5.998080,5.500000,440,80
6.998080,7.275000,582,80
7.998080,9.000000,720,80
8.998080,10.750000,860,80
9.998080,12.525000,1002,80
10.998080,14.250000,1140,80
11.998080,16.000000,1280,80
12.998080,17.775000,1422,80
13.998080,19.500000,1560,80
14.998080,21.250000,1700,80
15.998080,23.025000,1842,80
16.998080,24.750000,1980,80
17.998080,26.500000,2120,80
18.998080,28.275000,2262,80
19.998080,30.000000,2400,80
20.998080,31.750000,2540,80
21.998080,33.525000,2682,80
22.998080,35.250000,2820,80
23.998080,37.000000,2960,80
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,2.025000,162,80
4.998080,4.300000,344,80
5.998080,7.425000,594,80
6.998080,10.850000,868,80
7.998080,14.250000,1140,80
8.998080,17.675000,1414,80
9.998080,21.100000,1688,80
10.998080,24.500000,1960,80
11.998080,27.925000,2234,80
12.998080,31.350000,2508,80
13.998080,34.750000,2780,80
14.998080,38.175000,3054,80
15.998080,41.600000,3328,80
16.998080,45.000000,3600,80
17.998080,48.425000,3874,80
18.998080,51.850000,4148,80
19.998080,55.250000,4420,80
20.998080,58.675000,4694,80
21.998080,62.100000,4968,80
22.998080,65.500000,5240,80
23.998080,68.925000,5514,80
24.998080,72.350000,5788,80
25.998080,75.750000,6060,80
26.998080,79.175000,6334,80
27.998080,82.600000,6608,80
28.998080,86.000000,6880,80
29.998080,89.425000,7154,80
30.998080,92.850000,7428,80
31.998080,96.250000,7700,80
32.998080,99.675000,7974,80
33.998080,103.100000,8248,80
34.998080,106.500000,8520,80
35.998080,109.925000,8794,80
36.998080,113.350000,9068,80
37.998080,116.750000,9340,80
38.998080,120.175000,9614,80
39.998080,123.600000,9888,80
40.998080,127.000000,10160,80
41.998080,130.425000,10434,80
42.998080,133.850000,10708,80
43.998080,137.250000,10980,80
44.998080,140.675000,11254,80
45.998080,144.100000,11528,80
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,2.025000,162,80
4.998080,4.300000,344,80
5.998080,7.425000,594,80
6.998080,11.400000,912,80
7.998080,16.175000,1294,80
8.998080,21.250000,1700,80
9.998080,26.350000,2108,80
10.998080,31.425000,2514,80
11.998080,36.500000,2920,80
12.998080,41.600000,3328,80
13.998080,46.675000,3734,80
14.998080,51.750000,4140,80
15.998080,56.850000,4548,80
16.998080,61.925000,4954,80
17.998080,67.000000,5360,80
18.998080,72.100000,5768,80
19.998080,77.175000,6174,80
20.998080,82.250000,6580,80
21.998080,87.350000,6988,80
22.998080,92.425000,7394,80
23.998080,97.500000,7800,80
24.998080,102.600000,8208,80
25.998080,107.675000,8614,80
26.998080,112.750000,9020,80
27.998080,117.850000,9428,80
28.998080,122.925000,9834,80
29.998080,128.000000,10240,80
30.998080,133.100000,10648,80
31.998080,138.175000,11054,80
32.998080,143.250000,11460,80
33.998080,148.350000,11868,80
34.998080,153.425000,12274,80
35.998080,158.500000,12680,80
36.998080,163.600000,13088,80
1.998080,0.000000,0,0
2.998080,0.550000,44,80
3.998080,2.025000,162,80
4.998080,4.300000,344,80
5.998080,7.425000,594,80
6.998080,11.400000,912,80
7.998080,16.175000,1294,80
8.998080,21.800000,1744,80
9.998080,28.275000,2262,80
10.998080,35.000000,2800,80
11.998080,41.750000,3340,80
12.998080,48.525000,3882,80
13.998080,55.250000,4420,80
14.998080,62.000000,4960,80
15.998080,68.775000,5502,80
16.998080,75.500000,6040,80
17.998080,82.250000,6580,80
18.998080,89.025000,7122,80
19.998080,95.750000,7660,80
20.998080,102.500000,8200,80
21.998080,109.275000,8742,80
22.998080,116.000000,9280,80
23.998080,122.750000,9820,80
24.998080,129.525000,10362,80
25.998080,136.250000,10900,80
26.998080,143.000000,11440,80
